Date,USD/USD,USD/EUR,USD/INR,USD/GBP,USD/CNY
05 Oct 2021,1,1.1602,0.0134,1.3622,0.1551
04 Oct 2021,1,1.1636,0.0135,1.3605,0.1551
03 Oct 2021,1,1.16,0.0135,1.3543,0.1551
02 Oct 2021,1,1.16,0.0135,1.3543,0.1551
01 Oct 2021,1,1.16,0.0135,1.3543,0.1551
30 Sep 2021,1,1.1579,0.0135,1.3456,0.1547
29 Sep 2021,1,1.1654,0.0135,1.3482,0.1547
28 Sep 2021,1,1.1678,0.0135,1.3587,0.1548
27 Sep 2021,1,1.1698,0.0135,1.3695,0.1547
26 Sep 2021,1,1.1719,0.0136,1.3674,0.1546
25 Sep 2021,1,1.1719,0.0136,1.3674,0.1546
24 Sep 2021,1,1.1719,0.0136,1.3674,0.1546
23 Sep 2021,1,1.1715,0.0136,1.3703,0.1549
22 Sep 2021,1,1.1729,0.0135,1.3638,0.1546
21 Sep 2021,1,1.1738,0.0136,1.3672,0.1546
20 Sep 2021,1,1.1711,0.0136,1.3664,0.1546
19 Sep 2021,1,1.178,0.0136,1.38,0.1549
18 Sep 2021,1,1.178,0.0136,1.38,0.1549
17 Sep 2021,1,1.178,0.0136,1.38,0.1549
16 Sep 2021,1,1.1763,0.0136,1.3835,0.1551
15 Sep 2021,1,1.1824,0.0136,1.3828,0.1554
14 Sep 2021,1,1.1814,0.0136,1.3856,0.1551
13 Sep 2021,1,1.178,0.0136,1.3839,0.1549
12 Sep 2021,1,1.1841,0.0136,1.3888,0.1553
11 Sep 2021,1,1.1841,0.0136,1.3888,0.1553
10 Sep 2021,1,1.1841,0.0136,1.3888,0.1553
09 Sep 2021,1,1.1838,0.0136,1.3837,0.1549
08 Sep 2021,1,1.1827,0.0136,1.3773,0.1549
07 Sep 2021,1,1.186,0.0136,1.3772,0.1547
06 Sep 2021,1,1.1864,0.0137,1.3842,0.1549
05 Sep 2021,1,1.1872,0.0137,1.383,0.1551
04 Sep 2021,1,1.1872,0.0137,1.383,0.1551
03 Sep 2021,1,1.1872,0.0137,1.383,0.1551
02 Sep 2021,1,1.1846,0.0137,1.3788,0.1548
01 Sep 2021,1,1.1817,0.0137,1.3763,0.1546
31 Aug 2021,1,1.1834,0.0137,1.378,0.1548
30 Aug 2021,1,1.1801,0.0136,1.3762,0.1546
29 Aug 2021,1,1.1761,0.0136,1.3723,0.1544
28 Aug 2021,1,1.1761,0.0136,1.3723,0.1544
27 Aug 2021,1,1.1761,0.0136,1.3723,0.1544
26 Aug 2021,1,1.1767,0.0135,1.3728,0.1543
25 Aug 2021,1,1.1736,0.0135,1.3712,0.1544
24 Aug 2021,1,1.174,0.0135,1.3718,0.1544
23 Aug 2021,1,1.1718,0.0135,1.3684,0.1542
22 Aug 2021,1,1.1671,0.0134,1.361,0.1539
21 Aug 2021,1,1.1671,0.0134,1.361,0.1539
20 Aug 2021,1,1.1671,0.0134,1.361,0.1539
19 Aug 2021,1,1.1696,0.0134,1.3676,0.1541
18 Aug 2021,1,1.1723,0.0135,1.3762,0.1543
17 Aug 2021,1,1.1767,0.0135,1.3791,0.1543
16 Aug 2021,1,1.1772,0.0135,1.387,0.1544
15 Aug 2021,1,1.1765,0.0135,1.3826,0.1543
14 Aug 2021,1,1.1765,0.0135,1.3826,0.1543
13 Aug 2021,1,1.1765,0.0135,1.3826,0.1543
12 Aug 2021,1,1.1739,0.0135,1.3852,0.1544
11 Aug 2021,1,1.1718,0.0134,1.3835,0.1542
10 Aug 2021,1,1.1722,0.0134,1.3861,0.1543
09 Aug 2021,1,1.1761,0.0135,1.3878,0.1544
08 Aug 2021,1,1.1807,0.0135,1.3917,0.1546
07 Aug 2021,1,1.1807,0.0135,1.3917,0.1546
06 Aug 2021,1,1.1807,0.0135,1.3917,0.1546
05 Aug 2021,1,1.185,0.0135,1.3931,0.1548
04 Aug 2021,1,1.1861,0.0135,1.3929,0.1548
03 Aug 2021,1,1.1885,0.0135,1.3924,0.1547
02 Aug 2021,1,1.1886,0.0134,1.3891,0.1548
01 Aug 2021,1,1.1891,0.0135,1.3966,0.1548
31 Jul 2021,1,1.1891,0.0135,1.3966,0.1548
30 Jul 2021,1,1.1891,0.0135,1.3966,0.1548
29 Jul 2021,1,1.1873,0.0135,1.3955,0.1548
28 Jul 2021,1,1.1807,0.0134,1.3875,0.1539
27 Jul 2021,1,1.181,0.0134,1.3812,0.1538
26 Jul 2021,1,1.1787,0.0134,1.3791,0.1542
25 Jul 2021,1,1.1767,0.0134,1.3756,0.1544
24 Jul 2021,1,1.1767,0.0134,1.3756,0.1544
23 Jul 2021,1,1.1767,0.0134,1.3756,0.1544
22 Jul 2021,1,1.1775,0.0134,1.3762,0.1546
21 Jul 2021,1,1.1772,0.0134,1.3631,0.1545
20 Jul 2021,1,1.1775,0.0134,1.3606,0.1543
19 Jul 2021,1,1.1766,0.0133,1.3695,0.1541
18 Jul 2021,1,1.1802,0.0134,1.3836,0.1545
17 Jul 2021,1,1.1802,0.0134,1.3836,0.1545
16 Jul 2021,1,1.1802,0.0134,1.3836,0.1545
15 Jul 2021,1,1.1809,0.0134,1.3862,0.1548
14 Jul 2021,1,1.1812,0.0134,1.3871,0.1549
13 Jul 2021,1,1.1844,0.0134,1.385,0.1546
12 Jul 2021,1,1.1852,0.0134,1.3851,0.1544
11 Jul 2021,1,1.1858,0.0134,1.3827,0.1543
10 Jul 2021,1,1.1858,0.0134,1.3827,0.1543
09 Jul 2021,1,1.1858,0.0134,1.3827,0.1543
08 Jul 2021,1,1.1838,0.0134,1.3744,0.1541
07 Jul 2021,1,1.1831,0.0134,1.3837,0.1547
06 Jul 2021,1,1.1838,0.0134,1.3854,0.1547
05 Jul 2021,1,1.1866,0.0135,1.3852,0.1548
04 Jul 2021,1,1.1823,0.0134,1.3747,0.1544
03 Jul 2021,1,1.1823,0.0134,1.3747,0.1544
02 Jul 2021,1,1.1823,0.0134,1.3747,0.1544
01 Jul 2021,1,1.1884,0.0134,1.3813,0.1547
30 Jun 2021,1,1.1884,0.0135,1.385,0.1549
29 Jun 2021,1,1.1888,0.0135,1.3832,0.1548
28 Jun 2021,1,1.191,0.0135,1.3896,0.1548
27 Jun 2021,1,1.195,0.0135,1.3903,0.1549
26 Jun 2021,1,1.195,0.0135,1.3903,0.1549
25 Jun 2021,1,1.195,0.0135,1.3903,0.1549
24 Jun 2021,1,1.1936,0.0135,1.3898,0.1546
23 Jun 2021,1,1.1951,0.0135,1.3988,0.1544
22 Jun 2021,1,1.1894,0.0135,1.3901,0.1544
21 Jun 2021,1,1.1891,0.0135,1.388,0.1546
20 Jun 2021,1,1.1898,0.0135,1.387,0.1553
19 Jun 2021,1,1.1898,0.0135,1.387,0.1553
18 Jun 2021,1,1.1898,0.0135,1.387,0.1553
17 Jun 2021,1,1.1937,0.0135,1.3957,0.1553
16 Jun 2021,1,1.2124,0.0136,1.4126,0.1563
15 Jun 2021,1,1.2108,0.0136,1.4055,0.1562
14 Jun 2021,1,1.2112,0.0137,1.41,0.1563
13 Jun 2021,1,1.2125,0.0137,1.4147,0.1564
12 Jun 2021,1,1.2125,0.0137,1.4147,0.1564
11 Jun 2021,1,1.2125,0.0137,1.4147,0.1564
10 Jun 2021,1,1.2174,0.0137,1.4108,0.1564
09 Jun 2021,1,1.2195,0.0137,1.4171,0.1566
08 Jun 2021,1,1.2182,0.0137,1.4149,0.1563
07 Jun 2021,1,1.2162,0.0137,1.4171,0.1563
06 Jun 2021,1,1.2117,0.0137,1.4141,0.156
05 Jun 2021,1,1.2117,0.0137,1.4141,0.156
04 Jun 2021,1,1.2117,0.0137,1.4141,0.156
03 Jun 2021,1,1.2187,0.0137,1.4178,0.1564
02 Jun 2021,1,1.2186,0.0137,1.4149,0.1566
01 Jun 2021,1,1.2225,0.0137,1.4168,0.1566
31 May 2021,1,1.2201,0.0138,1.4185,0.157
30 May 2021,1,1.2142,0.0138,1.4157,0.1568
29 May 2021,1,1.2142,0.0138,1.4157,0.1568
28 May 2021,1,1.2142,0.0138,1.4157,0.1568
27 May 2021,1,1.2198,0.0138,1.4173,0.1568
26 May 2021,1,1.2229,0.0137,1.4165,0.1565
25 May 2021,1,1.2264,0.0137,1.4166,0.1561
24 May 2021,1,1.2212,0.0137,1.4133,0.1556
23 May 2021,1,1.2188,0.0137,1.4194,0.1555
22 May 2021,1,1.2188,0.0137,1.4194,0.1555
21 May 2021,1,1.2188,0.0137,1.4194,0.1555
20 May 2021,1,1.2203,0.0137,1.4124,0.1553
19 May 2021,1,1.2212,0.0137,1.4162,0.1554
18 May 2021,1,1.2222,0.0137,1.4212,0.1557
17 May 2021,1,1.2143,0.0136,1.4085,0.1552
16 May 2021,1,1.2123,0.0137,1.4083,0.1554
15 May 2021,1,1.2123,0.0137,1.4083,0.1554
14 May 2021,1,1.2123,0.0137,1.4083,0.1554
13 May 2021,1,1.2081,0.0136,1.4037,0.1549
12 May 2021,1,1.2118,0.0136,1.4124,0.1553
11 May 2021,1,1.217,0.0136,1.4149,0.1557
10 May 2021,1,1.2169,0.0136,1.4118,0.1559
09 May 2021,1,1.2059,0.0136,1.3891,0.155
08 May 2021,1,1.2059,0.0136,1.3891,0.155
07 May 2021,1,1.2059,0.0136,1.3891,0.155
06 May 2021,1,1.206,0.0136,1.3909,0.1545
05 May 2021,1,1.2005,0.0135,1.3915,0.1546
04 May 2021,1,1.2021,0.0135,1.3854,0.1538
03 May 2021,1,1.2044,0.0135,1.387,0.1545
02 May 2021,1,1.2082,0.0135,1.3909,0.1546
01 May 2021,1,1.2082,0.0135,1.3909,0.1546
30 Apr 2021,1,1.2082,0.0135,1.3909,0.1546
29 Apr 2021,1,1.2129,0.0135,1.3956,0.1546
28 Apr 2021,1,1.207,0.0134,1.3875,0.1542
27 Apr 2021,1,1.2088,0.0134,1.3911,0.1542
26 Apr 2021,1,1.2085,0.0134,1.3895,0.1542
25 Apr 2021,1,1.2066,0.0133,1.3884,0.1541
24 Apr 2021,1,1.2066,0.0133,1.3884,0.1541
23 Apr 2021,1,1.2066,0.0133,1.3884,0.1541
22 Apr 2021,1,1.2046,0.0133,1.3869,0.1541
21 Apr 2021,1,1.2007,0.0133,1.3921,0.1539
20 Apr 2021,1,1.2051,0.0133,1.3965,0.1539
19 Apr 2021,1,1.2035,0.0134,1.3937,0.1537
18 Apr 2021,1,1.1986,0.0134,1.381,0.1534
17 Apr 2021,1,1.1986,0.0134,1.381,0.1534
16 Apr 2021,1,1.1986,0.0134,1.381,0.1534
15 Apr 2021,1,1.197,0.0133,1.3798,0.1532
14 Apr 2021,1,1.1964,0.0133,1.3765,0.1531
13 Apr 2021,1,1.1896,0.0133,1.3721,0.1527
12 Apr 2021,1,1.1904,0.0133,1.3759,0.1528
11 Apr 2021,1,1.1888,0.0134,1.3718,0.1525
10 Apr 2021,1,1.1888,0.0134,1.3718,0.1525
09 Apr 2021,1,1.1888,0.0134,1.3718,0.1525
08 Apr 2021,1,1.1873,0.0134,1.3759,0.1527
07 Apr 2021,1,1.1884,0.0134,1.3808,0.1528
06 Apr 2021,1,1.1812,0.0136,1.3838,0.1526
05 Apr 2021,1,1.1746,0.0136,1.3787,0.1522
04 Apr 2021,1,1.1746,0.0136,1.3787,0.1522
03 Apr 2021,1,1.1746,0.0136,1.3787,0.1522
02 Apr 2021,1,1.1746,0.0136,1.3787,0.1522
01 Apr 2021,1,1.1746,0.0136,1.3787,0.1522
31 Mar 2021,1,1.1725,0.0137,1.376,0.1526
30 Mar 2021,1,1.1741,0.0136,1.3752,0.1522
29 Mar 2021,1,1.1784,0.0138,1.3844,0.1524
28 Mar 2021,1,1.1782,0.0138,1.378,0.1529
27 Mar 2021,1,1.1782,0.0138,1.378,0.1529
26 Mar 2021,1,1.1782,0.0138,1.378,0.1529
25 Mar 2021,1,1.1802,0.0138,1.3712,0.1528
24 Mar 2021,1,1.1825,0.0138,1.371,0.1533
23 Mar 2021,1,1.1883,0.0138,1.3786,0.1536
22 Mar 2021,1,1.1926,0.0138,1.383,0.1537
21 Mar 2021,1,1.1891,0.0138,1.3865,0.1536
20 Mar 2021,1,1.1891,0.0138,1.3865,0.1536
19 Mar 2021,1,1.1891,0.0138,1.3865,0.1536
18 Mar 2021,1,1.1912,0.0138,1.392,0.1537
17 Mar 2021,1,1.1907,0.0138,1.3899,0.1538
16 Mar 2021,1,1.1926,0.0138,1.3876,0.1538
15 Mar 2021,1,1.192,0.0138,1.3914,0.1538
14 Mar 2021,1,1.1933,0.0138,1.3902,0.1537
13 Mar 2021,1,1.1933,0.0138,1.3902,0.1537
12 Mar 2021,1,1.1933,0.0138,1.3902,0.1537
11 Mar 2021,1,1.1969,0.0138,1.3971,0.1542
10 Mar 2021,1,1.1892,0.0137,1.3884,0.1536
09 Mar 2021,1,1.1894,0.0137,1.3878,0.1535
08 Mar 2021,1,1.1866,0.0136,1.3841,0.1532
07 Mar 2021,1,1.1938,0.0137,1.3833,0.1541
06 Mar 2021,1,1.1938,0.0137,1.3833,0.1541
05 Mar 2021,1,1.1938,0.0137,1.3833,0.1541
04 Mar 2021,1,1.2034,0.0137,1.3949,0.1546
03 Mar 2021,1,1.2048,0.0137,1.3952,0.1547
02 Mar 2021,1,1.2028,0.0136,1.3916,0.1545
01 Mar 2021,1,1.2053,0.0136,1.3925,0.1546
28 Feb 2021,1,1.2121,0.0135,1.3924,0.1546
27 Feb 2021,1,1.2121,0.0135,1.3924,0.1546
26 Feb 2021,1,1.2121,0.0135,1.3924,0.1546
25 Feb 2021,1,1.2225,0.0138,1.4148,0.1549
24 Feb 2021,1,1.2146,0.0138,1.4118,0.155
23 Feb 2021,1,1.2143,0.0138,1.4069,0.1547
22 Feb 2021,1,1.2133,0.0138,1.4022,0.1547
21 Feb 2021,1,1.2139,0.0138,1.4032,0.155
20 Feb 2021,1,1.2139,0.0138,1.4032,0.155
19 Feb 2021,1,1.2139,0.0138,1.4032,0.155
18 Feb 2021,1,1.2084,0.0138,1.3963,0.1546
17 Feb 2021,1,1.206,0.0137,1.3868,0.1548
16 Feb 2021,1,1.2143,0.0137,1.3904,0.1548
15 Feb 2021,1,1.2129,0.0138,1.3905,0.1548
14 Feb 2021,1,1.2108,0.0138,1.3798,0.1548
13 Feb 2021,1,1.2108,0.0138,1.3798,0.1548
12 Feb 2021,1,1.2108,0.0138,1.3798,0.1548
11 Feb 2021,1,1.2147,0.0137,1.3842,0.1548
10 Feb 2021,1,1.2127,0.0137,1.3836,0.155
09 Feb 2021,1,1.2104,0.0137,1.3781,0.1554
08 Feb 2021,1,1.2025,0.0137,1.3691,0.1549
07 Feb 2021,1,1.1983,0.0137,1.3689,0.1545
06 Feb 2021,1,1.1983,0.0137,1.3689,0.1545
05 Feb 2021,1,1.1983,0.0137,1.3689,0.1545
04 Feb 2021,1,1.1996,0.0137,1.368,0.1547
03 Feb 2021,1,1.2017,0.0137,1.3633,0.1548
02 Feb 2021,1,1.2044,0.0137,1.3675,0.1549
01 Feb 2021,1,1.2084,0.0137,1.3701,0.1546
31 Jan 2021,1,1.2136,0.0137,1.3731,0.1555
30 Jan 2021,1,1.2136,0.0137,1.3731,0.1555
29 Jan 2021,1,1.2136,0.0137,1.3731,0.1555
28 Jan 2021,1,1.2091,0.0137,1.3646,0.1546
27 Jan 2021,1,1.2114,0.0137,1.3704,0.1545
26 Jan 2021,1,1.2143,0.0137,1.369,0.1546
25 Jan 2021,1,1.2152,0.0137,1.3685,0.1544
24 Jan 2021,1,1.2158,0.0137,1.3654,0.1542
23 Jan 2021,1,1.2158,0.0137,1.3654,0.1542
22 Jan 2021,1,1.2158,0.0137,1.3654,0.1542
21 Jan 2021,1,1.2158,0.0137,1.3718,0.1548
20 Jan 2021,1,1.2101,0.0137,1.3664,0.1546
19 Jan 2021,1,1.2132,0.0137,1.3616,0.1543
18 Jan 2021,1,1.2064,0.0136,1.3544,0.154
17 Jan 2021,1,1.2123,0.0137,1.3622,0.1544
16 Jan 2021,1,1.2123,0.0137,1.3622,0.1544
15 Jan 2021,1,1.2123,0.0137,1.3622,0.1544
14 Jan 2021,1,1.2124,0.0137,1.3631,0.1546
13 Jan 2021,1,1.2166,0.0137,1.3672,0.1546
12 Jan 2021,1,1.2161,0.0137,1.3597,0.1548
11 Jan 2021,1,1.2163,0.0136,1.3479,0.1543
10 Jan 2021,1,1.225,0.0136,1.3592,0.1547
09 Jan 2021,1,1.225,0.0136,1.3592,0.1547
08 Jan 2021,1,1.225,0.0136,1.3592,0.1547
07 Jan 2021,1,1.2276,0.0136,1.3611,0.1546
06 Jan 2021,1,1.2338,0.0137,1.3613,0.1549
05 Jan 2021,1,1.2271,0.0137,1.3584,0.1547
04 Jan 2021,1,1.2296,0.0137,1.3638,0.1547
03 Jan 2021,1,1.2271,0.0137,1.3649,0.153
02 Jan 2021,1,1.2271,0.0137,1.3649,0.153
01 Jan 2021,1,1.2271,0.0137,1.3649,0.153
31 Dec 2020,1,1.2271,0.0137,1.3649,0.153
30 Dec 2020,1,1.2281,0.0137,1.3599,0.1533
29 Dec 2020,1,1.2259,0.0136,1.3492,0.1531
28 Dec 2020,1,1.2219,0.0136,1.3515,0.1529
27 Dec 2020,1,1.2193,0.0136,1.3579,0.1531
26 Dec 2020,1,1.2193,0.0136,1.3579,0.1531
25 Dec 2020,1,1.2193,0.0136,1.3579,0.1531
24 Dec 2020,1,1.2193,0.0136,1.3579,0.1531
23 Dec 2020,1,1.2166,0.0135,1.3413,0.1529
22 Dec 2020,1,1.2239,0.0135,1.3428,0.1529
21 Dec 2020,1,1.2173,0.0135,1.3288,0.1526
20 Dec 2020,1,1.2259,0.0136,1.3497,0.153
19 Dec 2020,1,1.2259,0.0136,1.3497,0.153
18 Dec 2020,1,1.2259,0.0136,1.3497,0.153
17 Dec 2020,1,1.2246,0.0136,1.3599,0.1531
16 Dec 2020,1,1.2189,0.0136,1.3551,0.1531
15 Dec 2020,1,1.214,0.0136,1.3371,0.1528
14 Dec 2020,1,1.2162,0.0136,1.3409,0.1528
13 Dec 2020,1,1.2127,0.0136,1.314,0.1528
12 Dec 2020,1,1.2127,0.0136,1.314,0.1528
11 Dec 2020,1,1.2127,0.0136,1.314,0.1528
10 Dec 2020,1,1.2115,0.0136,1.3299,0.1529
09 Dec 2020,1,1.2109,0.0136,1.3454,0.153
08 Dec 2020,1,1.2114,0.0136,1.3291,0.1531
07 Dec 2020,1,1.2128,0.0135,1.3296,0.1529
06 Dec 2020,1,1.2159,0.0136,1.3468,0.1531
05 Dec 2020,1,1.2159,0.0136,1.3468,0.1531
04 Dec 2020,1,1.2159,0.0136,1.3468,0.1531
03 Dec 2020,1,1.2151,0.0135,1.3448,0.1527
02 Dec 2020,1,1.2066,0.0136,1.3334,0.1523
01 Dec 2020,1,1.1968,0.0136,1.3328,0.1522
30 Nov 2020,1,1.198,0.0135,1.3334,0.152
29 Nov 2020,1,1.1922,0.0135,1.3329,0.152
28 Nov 2020,1,1.1922,0.0135,1.3329,0.152
27 Nov 2020,1,1.1922,0.0135,1.3329,0.152
26 Nov 2020,1,1.19,0.0135,1.3351,0.1521
25 Nov 2020,1,1.189,0.0135,1.334,0.1521
24 Nov 2020,1,1.1865,0.0135,1.333,0.1518
23 Nov 2020,1,1.1901,0.0135,1.3389,0.1522
22 Nov 2020,1,1.1863,0.0135,1.3271,0.1523
21 Nov 2020,1,1.1863,0.0135,1.3271,0.1523
20 Nov 2020,1,1.1863,0.0135,1.3271,0.1523
19 Nov 2020,1,1.1832,0.0135,1.3238,0.1518
18 Nov 2020,1,1.1868,0.0135,1.3279,0.1525
17 Nov 2020,1,1.1882,0.0134,1.3263,0.1525
16 Nov 2020,1,1.183,0.0134,1.3171,0.1518
15 Nov 2020,1,1.1815,0.0134,1.3174,0.1513
14 Nov 2020,1,1.1815,0.0134,1.3174,0.1513
13 Nov 2020,1,1.1815,0.0134,1.3174,0.1513
12 Nov 2020,1,1.1791,0.0134,1.3135,0.151
11 Nov 2020,1,1.1766,0.0134,1.323,0.151
10 Nov 2020,1,1.1808,0.0135,1.324,0.1512
09 Nov 2020,1,1.1883,0.0136,1.3171,0.1514
08 Nov 2020,1,1.187,0.0135,1.3126,0.1513
07 Nov 2020,1,1.187,0.0135,1.3126,0.1513
06 Nov 2020,1,1.187,0.0135,1.3126,0.1513
05 Nov 2020,1,1.1855,0.0135,1.3107,0.1513
04 Nov 2020,1,1.1721,0.0134,1.303,0.1502
03 Nov 2020,1,1.1702,0.0134,1.2996,0.1496
02 Nov 2020,1,1.1652,0.0134,1.2939,0.1495
01 Nov 2020,1,1.1698,0.0134,1.2968,0.1497
31 Oct 2020,1,1.1698,0.0134,1.2968,0.1497
30 Oct 2020,1,1.1698,0.0134,1.2968,0.1497
29 Oct 2020,1,1.1704,0.0134,1.2943,0.149
28 Oct 2020,1,1.1727,0.0135,1.2935,0.1487
27 Oct 2020,1,1.1832,0.0136,1.3043,0.1491
26 Oct 2020,1,1.1819,0.0135,1.3023,0.149
25 Oct 2020,1,1.1856,0.0136,1.3075,0.1498
24 Oct 2020,1,1.1856,0.0136,1.3075,0.1498
23 Oct 2020,1,1.1856,0.0136,1.3075,0.1498
22 Oct 2020,1,1.1821,0.0136,1.3095,0.1497
21 Oct 2020,1,1.1852,0.0136,1.3059,0.1503
20 Oct 2020,1,1.181,0.0136,1.2931,0.1496
19 Oct 2020,1,1.1785,0.0136,1.3009,0.1496
18 Oct 2020,1,1.1741,0.0136,1.2914,0.1493
17 Oct 2020,1,1.1741,0.0136,1.2914,0.1493
16 Oct 2020,1,1.1741,0.0136,1.2914,0.1493
15 Oct 2020,1,1.1698,0.0136,1.2921,0.1485
14 Oct 2020,1,1.175,0.0136,1.2999,0.1486
13 Oct 2020,1,1.1787,0.0136,1.3011,0.1485
12 Oct 2020,1,1.1799,0.0136,1.3023,0.1483
11 Oct 2020,1,1.1795,0.0137,1.2938,0.1492
10 Oct 2020,1,1.1795,0.0137,1.2938,0.1492
09 Oct 2020,1,1.1795,0.0137,1.2938,0.1492
08 Oct 2020,1,1.1765,0.0137,1.2924,0.1473
07 Oct 2020,1,1.177,0.0136,1.2876,0.1472
06 Oct 2020,1,1.1795,0.0136,1.2953,0.1472
05 Oct 2020,1,1.1768,0.0137,1.2959,0.1469
04 Oct 2020,1,1.173,0.0136,1.2937,0.1473
03 Oct 2020,1,1.173,0.0136,1.2937,0.1473
02 Oct 2020,1,1.173,0.0136,1.2937,0.1473
01 Oct 2020,1,1.1752,0.0137,1.2954,0.1473
30 Sep 2020,1,1.1708,0.0136,1.2833,0.1469
29 Sep 2020,1,1.1702,0.0136,1.2865,0.1467
28 Sep 2020,1,1.167,0.0136,1.2894,0.1468
27 Sep 2020,1,1.1634,0.0136,1.2737,0.1464
26 Sep 2020,1,1.1634,0.0136,1.2737,0.1464
25 Sep 2020,1,1.1634,0.0136,1.2737,0.1464
24 Sep 2020,1,1.1645,0.0135,1.2765,0.1464
23 Sep 2020,1,1.1692,0.0136,1.2725,0.1472
22 Sep 2020,1,1.174,0.0136,1.2797,0.1476
21 Sep 2020,1,1.1787,0.0136,1.2867,0.1474
20 Sep 2020,1,1.1833,0.0136,1.2958,0.1476
19 Sep 2020,1,1.1833,0.0136,1.2958,0.1476
18 Sep 2020,1,1.1833,0.0136,1.2958,0.1476
17 Sep 2020,1,1.1797,0.0136,1.2889,0.1477
16 Sep 2020,1,1.1869,0.0136,1.2983,0.1479
15 Sep 2020,1,1.1892,0.0136,1.2913,0.1477
14 Sep 2020,1,1.1876,0.0136,1.2882,0.1466
13 Sep 2020,1,1.1854,0.0136,1.2828,0.1463
12 Sep 2020,1,1.1854,0.0136,1.2828,0.1463
11 Sep 2020,1,1.1854,0.0136,1.2828,0.1463
10 Sep 2020,1,1.1849,0.0136,1.2937,0.1462
09 Sep 2020,1,1.1773,0.0136,1.2907,0.1461
08 Sep 2020,1,1.1785,0.0135,1.3029,0.1461
07 Sep 2020,1,1.1824,0.0136,1.3162,0.1464
06 Sep 2020,1,1.1842,0.0137,1.3257,0.1462
05 Sep 2020,1,1.1842,0.0137,1.3257,0.1462
04 Sep 2020,1,1.1842,0.0137,1.3257,0.1462
03 Sep 2020,1,1.1813,0.0136,1.3253,0.1462
02 Sep 2020,1,1.1861,0.0137,1.3351,0.1465
01 Sep 2020,1,1.1987,0.0137,1.3472,0.1466
31 Aug 2020,1,1.194,0.0137,1.3325,0.1461
30 Aug 2020,1,1.1915,0.0137,1.3318,0.1458
29 Aug 2020,1,1.1915,0.0137,1.3318,0.1458
28 Aug 2020,1,1.1915,0.0137,1.3318,0.1458
27 Aug 2020,1,1.1806,0.0135,1.319,0.1452
26 Aug 2020,1,1.1789,0.0135,1.3144,0.1451
25 Aug 2020,1,1.1814,0.0135,1.3135,0.1447
24 Aug 2020,1,1.1847,0.0135,1.3138,0.1447
23 Aug 2020,1,1.1769,0.0133,1.3112,0.1444
22 Aug 2020,1,1.1769,0.0133,1.3112,0.1444
21 Aug 2020,1,1.1769,0.0133,1.3112,0.1444
20 Aug 2020,1,1.185,0.0133,1.3141,0.1445
19 Aug 2020,1,1.1933,0.0134,1.3208,0.1447
18 Aug 2020,1,1.1906,0.0134,1.3174,0.1445
17 Aug 2020,1,1.1853,0.0134,1.3079,0.1441
16 Aug 2020,1,1.1813,0.0134,1.31,0.1439
15 Aug 2020,1,1.1813,0.0134,1.31,0.1439
14 Aug 2020,1,1.1813,0.0134,1.31,0.1439
13 Aug 2020,1,1.1833,0.0134,1.3094,0.144
12 Aug 2020,1,1.1771,0.0134,1.301,0.144
11 Aug 2020,1,1.1783,0.0134,1.3115,0.1439
10 Aug 2020,1,1.1763,0.0133,1.3048,0.1434
09 Aug 2020,1,1.1817,0.0133,1.3076,0.1437
08 Aug 2020,1,1.1817,0.0133,1.3076,0.1437
07 Aug 2020,1,1.1817,0.0133,1.3076,0.1437
06 Aug 2020,1,1.1843,0.0133,1.3154,0.1439
05 Aug 2020,1,1.1854,0.0134,1.3132,0.1441
04 Aug 2020,1,1.1765,0.0133,1.3024,0.1432
03 Aug 2020,1,1.1726,0.0133,1.3027,0.1432
02 Aug 2020,1,1.1848,0.0134,1.3157,0.1434
01 Aug 2020,1,1.1848,0.0134,1.3157,0.1434
31 Jul 2020,1,1.1848,0.0134,1.3157,0.1434
30 Jul 2020,1,1.1743,0.0134,1.3009,0.1428
29 Jul 2020,1,1.1725,0.0134,1.2972,0.1429
28 Jul 2020,1,1.1717,0.0134,1.288,0.1428
27 Jul 2020,1,1.176,0.0134,1.2875,0.1428
26 Jul 2020,1,1.1608,0.0134,1.2758,0.1425
25 Jul 2020,1,1.1608,0.0134,1.2758,0.1425
24 Jul 2020,1,1.1608,0.0134,1.2758,0.1425
23 Jul 2020,1,1.1569,0.0134,1.2686,0.1427
22 Jul 2020,1,1.1578,0.0134,1.2706,0.1429
21 Jul 2020,1,1.1443,0.0134,1.2707,0.1431
20 Jul 2020,1,1.1448,0.0134,1.2639,0.1431
19 Jul 2020,1,1.1428,0.0133,1.2547,0.1429
18 Jul 2020,1,1.1428,0.0133,1.2547,0.1429
17 Jul 2020,1,1.1428,0.0133,1.2547,0.1429
16 Jul 2020,1,1.1414,0.0133,1.256,0.1429
15 Jul 2020,1,1.1444,0.0133,1.264,0.1431
14 Jul 2020,1,1.1375,0.0133,1.2531,0.1425
13 Jul 2020,1,1.1329,0.0133,1.2596,0.1428
12 Jul 2020,1,1.1276,0.0133,1.2589,0.1428
11 Jul 2020,1,1.1276,0.0133,1.2589,0.1428
10 Jul 2020,1,1.1276,0.0133,1.2589,0.1428
09 Jul 2020,1,1.1342,0.0133,1.2651,0.1432
08 Jul 2020,1,1.1286,0.0133,1.2551,0.1426
07 Jul 2020,1,1.129,0.0134,1.2524,0.1424
